Year,FileName,Title,Citation Count
2010,2010_2_2,A bibliometric classificatory approach for the study and assessment of research performance at the individual level: The effects of age on productivity and impact,142
2010,2010_2_3,Divrank: the interplay of prestige and diversity in information networks,143
2010,2010_2_4,Detecting h-index manipulation through self-citation analysis,141
2010,2010_2_5,The evaluation of research by scientometric indicators,134
2010,2010_2_6,"University ranking using research, educational and environmental indicators",120
2010,2010_2_7,Ranking marketing journals using the Google Scholar-based hg-index,97
2010,2010_2_8,Counting the citations: a comparison of Web of Science and Google Scholar in the field of business and management,105
2010,2010_2_9,The structure of political discussion networks: a model for the analysis of online deliberation,105
2010,2010_2_10,The H-index in academic radiology,96
2010,2010_3_1,Methods for measuring the citations and productivity of scientists across time and discipline,78
2010,2010_3_2,Growth and structure of Slovenia's scientific collaboration network,96
2010,2010_3_3,A bibliometric analysis of solid waste research during the period 1993–2008,94
2010,2010_3_4,Ike Antkare one of the great stars in the scientific firmament,89
2010,2010_3_5,A bibliometric study of the trend in articles related to risk assessment published in Science Citation Index,88
2010,2010_3_6,Who should I cite: learning literature search models from citation behavior,94
2010,2010_3_7,Ranking university departments using the mean h-index,78
2010,2010_3_8,"Accuracy and completeness of publication and citation records in the Web of Science, PsycINFO, and Google Scholar: A case study for the computation of h indices in  …",88
2010,2010_3_9,Is there a place for a mock h-index?,89
2010,2010_3_10,q2-Index: Quantitative and qualitative evaluation based on the number and impact of papers in the Hirsch core,71
2010,2010_4_1,Using Google Scholar to estimate the impact of journal articles in education,85
2010,2010_4_2,Self-citations at the meso and individual levels: effects of different calculation methods,82
2010,2010_4_3,Comparing Google Scholar and ISI Web of Science for earth sciences,76
2010,2010_4_4,Public sharing of research datasets: a pilot study of associations,81
2010,2010_4_5,Finding maximal cliques in massive networks by h*-graph,76
2010,2010_4_6,Nonuniversal power law scaling in the probability distribution of scientific citations,81
2010,2010_4_7,Psychiatry and the Hirsch h-index: The relationship between journal impact factors and accrued citations,66
2010,2010_4_8,Cumulative and career-stage citation impact of social-personality psychology programs and their members,83
2010,2010_4_9,The w?index: A measure to assess scientific impact by focusing on widely cited papers,63
2010,2010_4_10,Why with bibliometrics the humanities does not need to be the weakest link,77
2010,2010_5_1,"Evaluating scholars based on their academic collaboration activities: two indices, the RC-index and the CC-index, for quantifying collaboration activities of researchers …",58
2010,2010_5_2,Centrality metric for dynamic networks,84
2010,2010_5_3,The role of conference publications in CS,65
2010,2010_5_4,The h index research output measurement: Two approaches to enhance its accuracy,64
2010,2010_5_5,Twenty Hirsch index variants and other indicators giving more or less preference to highly cited papers,64
2010,2010_5_6,Using the web for research evaluation: The Integrated Online Impact indicator,70
2010,2010_5_7,The role of mentorship in protégé performance,71
2010,2010_5_8,Web of Science with the Conference Proceedings Citation Indexes: the case of computer science,62
2010,2010_5_9,The influence of presumed media influence on news about science and scientists,72
2010,2010_5_10,Analysis of the Hirsch index's operational properties,59
2010,2010_6_1,Academic search engine spam and Google Scholar's resilience against it,69
2010,2010_6_2,The h-index: a broad review of a new bibliometric indicator,55
2010,2010_6_3,National-scale research performance assessment at the individual level,57
2010,2010_6_4,Survey of the h index for all of academic neurosurgery: another power-law phenomenon? Clinical article,58
2010,2010_6_5,Probing the h-core: an investigation of the tail–core ratio for rank distributions,56
2010,2010_6_6,Citation analysis and peer ranking of Australian social science journals,62
2010,2010_6_7,Personal learning environments in a global higher engineering education Web 2.0 realm,53
2010,2010_6_8,Highly cited works in neurosurgery. part ii: the citation classics: A review,55
2010,2010_6_9,Academic impact and rankings of American and Canadian neurosurgical departments as assessed using the h index: Clinical article,50
2010,2010_6_10,"In those fields where multiple authorship is the rule, the h-index should be supplemented by role-based h-indices",47
2010,2010_7_1,Talking shop and shooting the breeze: A study of workplace conversation and job disengagement among STEM faculty,48
2010,2010_7_2,Evaluating journal quality: Is the H-index a better measure than impact factors?,49
2010,2010_7_3,"Ranking of library and information science researchers: Comparison of data sources for correlating citation data, and expert judgments",49
2010,2010_7_4,The journal download immediacy index (DII): experiences using a Chinese full-text database,42
2010,2010_7_5,Comparison of the h index with standard bibliometric indicators to rank influential otolaryngologists in Europe and North America,41
2010,2010_7_6,The 100 most prolific economists using the p-index,48
2010,2010_7_7,Peer review and the h-index: Two studies,41
2010,2010_7_8,More axiomatics for the Hirsch index,41
2010,2010_7_9,Rankings and trends in citation patterns of communication journals,37
2010,2010_8_1,The discipline dependence of citation statistics,38
2010,2010_8_2,Citer analysis as a measure of research impact: Library and information science as a case study,32
2010,2010_8_3,Higher education literature revisited: Citation patterns examined,44
2010,2010_8_4,Editor's comments: journal quality and citations: common metrics and considerations about their use,36
2010,2010_8_5,Comparative analysis between impact factor and h-index for pharmacology and psychiatry journals,38
2010,2010_8_6,The stability of the h-index,32
2010,2010_8_7,The ?v-index: a new indicator to characterize the impact of journals,33
2010,2010_8_8,"Citation graph, weighted impact factors and performance indices",35
2010,2010_8_9,Consistent bibliometric rankings of authors and of journals,33
2010,2010_8_10,Not so fast: Inflation in impact factors contributes to apparent improvements in journal quality,32
2010,2010_9_1,Analysis of the ch-index: an indicator to evaluate the diffusion of scientific research output by citers,35
2010,2010_9_2,The citation speed index: A useful bibliometric indicator to add to the h index,32
2010,2010_9_3,The Hirsch spectrum: A novel tool for analyzing scientific journals,27
2010,2010_9_4,Rankings of information and library science journals by JIF and by h-type indices,32
2010,2010_9_5,"Quality, quantity, and impact in academic publication",28
2010,2010_9_6,"Relationship of the h?index, g?index, and e?index",29
2010,2010_9_7,Commercialization and collaboration: competing policies in publicly funded stem cell research?,28
2010,2010_9_8,The development of a ranking tool for refereed journals in which nursing and midwifery researchers publish their work,32
2010,2010_9_9,The impact factor ranking—a challenge for scientists and publishers,30
2010,2010_9_10,Zipf's law and log-normal distributions in measures of scientific output across fields and institutions: 40 years of Slovenia's research as an example,30
2010,2010_10_1,Assessing the quality of scientific conferences based on bibliographic citations,31
2010,2010_10_2,Revisiting the g?index: The average number of citations in the g?core,29
2010,2010_10_3,Measuring academic output: the H-index,29
2010,2010_10_4,The growing impact of open access distance education journals: a bibliometric analysis,33
2010,2010_10_5,"Who is afraid of reviewers' comments? Or, why anything can be published and anything can be cited",25
2010,2010_10_6,Social network reduction based on stability,24
2010,2010_10_7,A two-dimensional approach to evaluate the scientific production of countries (case study: the basic sciences),23
2010,2010_10_8,The development of an AI journal ranking based on the revealed preference approach,26
2010,2010_10_9,A comparative study of research performance in nanotechnology for China's inventor–authors and their non-inventing peers,26
2010,2010_10_10,Geoscience meets the four horsemen?: Tracking the rise of neocatastrophism,30
2010,2010_11_1,Domain analysis with text mining: Analysis of digital library research trends using profiling methods,31
2010,2010_11_2,The impact factor and other performance measures–much used with little knowledge about,24
2010,2010_11_3,The role of the h-index and the characteristic scores and scales in testing the tail properties of scientometric distributions,33
2010,2010_11_4,"Scientific research in the Indian subcontinent: selected trends and indicators 1973–2007 comparing Bangladesh, Pakistan and Sri Lanka with India, the local giant",26
2010,2010_11_5,On the meaning of the h-index,25
2010,2010_11_6,Addressing information overload in the scientific community,25
2010,2010_11_7,A research impact indicator for institutions,20
2010,2010_11_8,Scientometric analysis and combined density-equalizing mapping of environmental tobacco smoke (ETS) research,28
2010,2010_11_9,Criticism on the hg-index,23
2010,2010_11_10,Semantic Web: Who is who in the field—a bibliometric analysis,21
2010,2010_12_1,How to Write a Good Paper in Computer Science and HowWill It Be Measured by ISI Web of Knowledge,21
2010,2010_12_2,Assessing scientific collaboration through coauthorship and content sharing,22
2010,2010_12_3,"Scholarly productivity, impact, and quality among academic psychologists at group of eight universities",22
2010,2010_12_4,"Influences on authorship issues: An evaluation of receiving, not receiving, and rejecting credit",23
2010,2010_12_5,The fractional and harmonic p-indices for multiple authorship,20
2010,2010_12_6,Network dynamics to evaluate performance of an academic institution,19
2010,2010_12_7,Guest Editorial: h?indices and the performance of professors of nursing in the UK,21
2010,2010_12_8,Tsallis q-exponential describes the distribution of scientific citations—a new characterization of the impact,21
2010,2010_12_9,Pragmatic issues in calculating and comparing the quantity and quality of research through rating and ranking of researchers based on peer reviews and bibliometric  …,26
2010,2010_12_10,"Impact factors of the sport sciences journals: Current trends, relative positions, and temporal stability",19
2010,2010_13_1,Applying the h-index in exploring bibliometric properties of elite marketing scholars,18
2010,2010_13_2,Arity-monotonic extended aggregation operators,18
2010,2010_13_3,A comparison of citer and citation?based measure outcomes for multiple disciplines,20
2010,2010_13_4,Open Science 2.0: how research and education can benefit from open innovation and Web 2.0,22
2010,2010_13_5,Collaboration networks and scientific impact among behavioral ecologists,17
2010,2010_13_6,The end of the beginning: a reflection on the first five years of the HRI conference,29
2010,2010_13_7,?????????????????????,84
2010,2010_13_8,An index to measure a scientist's specific impact,17
2010,2010_13_9,A discussion of Prathap's h 2-index for institutional evaluation with an application in the field of HIV infection and therapy,14
2010,2010_13_10,Global psychology: A bibliometric analysis of Web of Science publications,65
2010,2010_14_1,"Foundational studies for measuring the impact, prevalence, and patterns of publicly sharing biomedical research data",17
2010,2010_14_2,Asymptotics for the Hirsch index,8
2010,2010_14_3,Hirsch index and truth survival in clinical research,16
2010,2010_14_4,Research needs in insect conservation and diversity,17
2010,2010_14_5,Tenure metrics: Bibliometric education and services for academic faculty,20
2010,2010_14_6,A made-to-measure indicator for cross-disciplinary bibliometric ranking of researchers performance,16
2010,2010_14_7,Bibliographic characteristics of the research output of pediatric anesthesiologists in Canada,16
2010,2010_14_8,How to modify the g-index for multi-authored manuscripts,17
2010,2010_14_9,Combination of EigenfactorTM and h-index to evaluate scientific journals,15
2010,2010_14_10,Evaluating scholarly influence through social network analysis: the next step in evaluating scholarly influence,18
2010,2010_15_1,Publish or Perish in the Internet Age: a study of publication statistics in computer networking research,15
2010,2010_15_2,"A comparative analysis of the application of h-index, g-index, and a-index in institutional-level research evaluation",15
2010,2010_15_3,A non-linear index to evaluate a journal's scientific impact,15
2010,2010_15_4,Measuring the influentialness of economic geographers during the 'great half century': an approach using the h index,19
2010,2010_15_5,Organizational institutionalism in the academic field in Brazil: social dynamics and networks,18
2010,2010_15_6,Research in economics and management in France: A bibliometric study using the h-index,17
2010,2010_15_7,The citation field of evolutionary economics,17
2010,2010_15_8,The citation triad: An overview of a scientist's publication output based on Ferrers diagrams,14
2010,2010_15_9,Is there an association between the quality of hospitals' research and their quality of care?,17
2010,2010_15_10,A bibliometric assessment of canadian software engineering scholars and institutions (1996-2006),17
2010,2010_16_1,Produtividade em pesquisa do CNPq: análise do perfil dos pesquisadores da química,56
2010,2010_16_2,"Integrated catchment management research: lessons for interdisciplinary science from the Motueka Catchment, New Zealand",15
2010,2010_16_3,Assessing what distinguishes highly cited from less-cited papers published in interfaces,18
2010,2010_16_4,Characteristic scores and scales based on h-type indices,19
2010,2010_16_5,Hirsch-type characteristics of the tail of distributions. The generalised h-index,14
2010,2010_16_6,Is there a glass ceiling for highly cited scientists at the top of research universities?,18
2010,2010_16_7,"Country rank, journal rank and H-index in the field of Medicine in the Republic of Macedonia (1996-2008) using data from Scimago",14
2010,2010_16_8,The extent of multidisciplinary authorship of articles on scientometrics and bibliometrics in Brazil,14
2010,2010_16_9,???????????????-????????????,49
2010,2010_16_10,A robust benchmark for the h?and g?indexes,13
2010,2010_17_1,Establishment of paper assessment system based on academic disciplinary benchmarks,14
2010,2010_17_2,Performance measurement in universities: Managerial Perspective,14
2010,2010_17_3,Achieving optimal privacy in trust-aware social recommender systems,13
2010,2010_17_4,Publication output of Swiss political science departments,14
2010,2010_17_5,Hirsch-type index of international recognition,12
2010,2010_17_6,Academic rankings and research governance,13
2010,2010_17_7,Editorial from Editorial Board Member [Thoughts on Impact Factors and Editing of Medical Journals],16
2010,2010_17_8,A scientometric analysis of health and population research in South Asia: focus on two research organizations,11
2010,2010_17_9,Indicador bibliométrico basado en el índice h,44
2010,2010_17_10,A review of CRIWG research,11
2010,2010_18_1,Mapping of science journals based on h-similarity,13
2010,2010_18_2,"Comparative bibliometric study of the scientific production in Maghreb countries (Algeria, Morocco and Tunisia) in 1996-2009 using Scopus",13
2010,2010_18_3,Exploring and understanding citation-based scientific metrics,11
2010,2010_18_4,Ranking marketing journals using the search engine Google Scholar,13
2010,2010_18_5,An updated ranking of the economic research institutions in China (2000–2009),11
2010,2010_18_6,A new criterion for allocating research funds:“impact per dollar”,15
2010,2010_18_7,A case study of the modified g index: Counting multi-author publications fractionally,10
2010,2010_18_8,An outgrow index,12
2010,2010_18_9,Careers of an elite cohort of US basic life science postdoctoral fellows and the influence of their mentor's citation record,12
2010,2010_19_1,Process guide for students for interdisciplinary work in computer science/informatics,10
2010,2010_19_2,A survey of Quality Engineering–Management journals by bibliometric indicators,10
2010,2010_19_3,Opinion: Research and how to promote it in a university,10
2010,2010_19_4,Journal Impact Factors for evaluating scientific performance: use of h-like indicators,12
2010,2010_19_5,Scientometric analysis of national university research performance in analytical chemistry on the basis of academic publications: Italy as case study,12
2010,2010_19_6,The world cup of economics journals: a ranking by a tournament method,0
2010,2010_19_7,A reference-based Hirschian similarity measure for journals,11
2010,2010_19_8,Reference standards and reference multipliers for the comparison of the citation impact of papers published in different time periods,8
2010,2010_19_9,f-Value: measuring an article's scientific impact,13
2010,2010_20_1,Hirsch-type approach to the 2nd generation citations,8
2010,2010_20_2,The first author h-index (h fa-index): levelling the field for small and large institute medical and science scholars,10
2010,2010_20_3,Scientific journal impact indexes and indicators for measuring researchers' performance,31
2010,2010_20_4,Quantitative analysis of Italian texts,32
2010,2010_20_5,???????????????????,0
2010,2010_20_6,???????????????????,0
2010,2010_20_7,An iCE map approach to evaluate performance and efficiency of scientific production of countries,11
2010,2010_20_8,Astronomy's greatest hits: The 100 most cited papers in each year of the first decade of the 21st century (2000-2009),10
2010,2010_20_9,"Science, technology and innovation policies in Latin America and the Caribbean during the past six decades",9
2010,2010_20_10,Assessing publication performance of research units: extensions through operational research and economic techniques,8
2010,2010_21_1,A cautionary bibliometric tale of two cities,9
2010,2010_21_2,The iCE approach for journal evaluation,14
2010,2010_21_3,Analysis of generalized impact factor and indices of journals,8
2010,2010_21_4,"Productivity in lesbian, gay, bisexual, and transgender scholarship in counseling psychology: Institutional and individual ratings for 1990 through 2008",14
2010,2010_21_5,Measuring impact of twelve information scientists using the DCI index,6
2010,2010_21_6,Density-equalizing mapping and scientometric benchmarking in Industrial Health,11
2010,2010_21_7,The tyranny of the impact factor: why do we still want to be subjugated?,9
2010,2010_21_8,Bibliyometrik özellikleri aç?s?ndan Bilig'in de?erlendirilmesi,0
2010,2010_21_9,JCR ?????????,0
2010,2010_21_10,?????????????,0
2010,2010_22_1,h ?????????????,0
2010,2010_22_2,Assessing the research activity of Canadian psychology departments with graduate programmes.,8
2010,2010_22_3,"A method for the automated, reliable retrieval of publication-citation records",7
2010,2010_22_4,A scientometric model for the assessment of strength and weakness of scientific disciplines: A domain-based analysis,10
2010,2010_22_5,A new journal citation impact measure that compensates for disparities in citation potential among research areas,8
2010,2010_22_6,Body height and occupational success for actors and actresses,8
2010,2010_22_7,Assessing the quality of university research--RT factor.,12
2010,2010_22_8,Measuring research impact: A first approximation of the achievements of the iSchools in ISI's information and library science category—An exploratory study,10
2010,2010_22_9,The development of institutional theory in the field of organization studies in Brazil,7
2010,2010_22_10,Elevating prediction accuracy in trust-aware collaborative filtering recommenders through t-index metric and toptrustee lists,0
2010,2010_23_1,A new family of old Hirsch index variants,8
2010,2010_23_2,?????????????,0
2010,2010_23_3,?? CNKI ? H ??????????,0
2010,2010_23_4,"?????? SJR, JIF ? H ???????",0
2010,2010_23_5,???????,0
2010,2010_23_6,??????????????????,0
2010,2010_23_7,Evidence-based surgery–evidence from survey and citation analysis in orthopaedic surgery,7
2010,2010_23_8,Ranking scientists,18
2010,2010_23_9,Publication rates of Australian academic psychologists,9
2010,2010_23_10,On the current obsession with publication statistics,7
2010,2010_24_1,Characteristic scores and scales in a Lotkaian framework,7
2010,2010_24_2,Ideas for judging merit in manuscripts and authors,6
2010,2010_24_3,Bibliometric analysis of pressure ulcer research: 1990–2009,5
2010,2010_24_4,N-index: A novel and easily-calculable parameter for comparison of researchers working in different scientific fields,6
2010,2010_24_5,Specialization and the road to academic success,6
2010,2010_24_6,Chairpersons of Pathology in the United States,7
2010,2010_24_7,The first 30 years of the journal of crustacean biology–a bibliometric study,7
2010,2010_24_8,Measuring the visibility of the universities' scientific production using scientometric methods,8
2010,2010_24_9,Visibilidad Internacional de la Ciencia y Educación Superior Cubanas: desafíos del estudio de la producción científica,0
2010,2010_24_10,La psicología positiva en la Revista Psicodebate (2000-2007),0
2010,2010_25_1,??????? h ???????????????????,0
2010,2010_25_2,H ????????????????,0
2010,2010_25_3,???????????????????,0
2010,2010_25_4,????????? h ?????????,0
2010,2010_25_5,???????????????????,0
2010,2010_25_6,??????????????,0
2010,2010_25_7,The'peer reviewer as collaborator'model for publishing,6
2010,2010_25_8,Research contributions of JS Yadav to chemical sciences: a scientometric study,4
2010,2010_25_9,Statistics for ranking program committees and editorial boards,6
2010,2010_25_10,"Whose metrics? Citation, usage and access metrics as scholarly information service",5
2010,2010_26_1,e= Pi 2-The energy of ideas approach to bibliometric research assessment,8
2010,2010_26_2,Mechanizing social trust-aware recommenders with T-index augmented trustworthiness,7
2010,2010_26_3,Knowledge as a common good,151
2010,2010_26_4,Two h-mixed synthetic indices for the assessment of research performance,4
2010,2010_26_5,On the relation between Schubert's h-index of a single paper and its total number of received citations,6
2010,2010_26_6,Influence of adding or deleting items and sources on the h?index,0
2010,2010_26_7,A more comprehensive index in the evaluation of scientific research: the single researcher impact factor proposal,7
2010,2010_26_8,A journal-level analysis of Health Communication,6
2010,2010_26_9,Extended dynamic subgraph statistics using h-index parameterized data structures,4
2010,2010_26_10,"Core journal lists: classic tool, new relevance",5
2010,2010_27_1,Integrating multiple coauthorship in the quantitative evaluation of individual's scientific records,5
2010,2010_27_2,Can we do better than existing author citation metrics?,8
2010,2010_27_3,A simple relation between the Leimkuhler curve and the mean residual life,5
2010,2010_27_4,“??-??” ?????????? 3C ???????,0
2010,2010_27_5,?? h ???????????,0
2010,2010_27_6,????????????????,0
2010,2010_27_7,"El duro peregrinaje de las revistas biomédicas españolas hacia la excelencia:¿ quién nos ayuda? Calidad, impacto y méritos de la investigación",0
2010,2010_27_8,h ?????????????,0
2010,2010_27_9,??????????????????,0
2010,2010_27_10,????????????????????,0
2010,2010_28_1,H ????????????????????,0
2010,2010_28_2,????????????????,0
2010,2010_28_3,h ???????? C ?????,0
2010,2010_28_4,Fundamental change in German research policy,4
2010,2010_28_5,On measuring scientific influence,98
2010,2010_28_6,A study on journal impact measurement with Hirsch-type indices,4
2010,2010_28_7,Exploring Epistemic Communities: A Gendered Perspective on Scientific Collaboration,4
2010,2010_28_8,A performance index approach to library collection,10
2010,2010_28_9,Mental health nursing needs to lift its game in the citation stakes,4
2010,2010_28_10,Project COUNTER,83
2010,2010_29_1,Reference analysis: A view in the mirror of citation analysis,3
2010,2010_29_2,Arrogance and ignorance in assessing scientific quality in a multidisciplinary academic medical centre,4
2010,2010_29_3,Scientometric study of the Journal Neuroimage 1992-2009,5
2010,2010_29_4,Scientific impact considered,483
2010,2010_29_5,Impact evaluation of the voluntary early retirement policy on research and technology outputs of the faculties of science in Morocco,5
2010,2010_29_6,Similarities and differences in women's and men's publication and citation record among academic psychologists,0
2010,2010_29_7,MBE editor's report,4
2010,2010_29_8,Hirsch index as a network centrality measure,4
2010,2010_29_9,The import of the impact factor: fallacies of citation-dependent scientometry,6
2010,2010_30_1,Scientific impact at the topic level: A case study in computational linguistics,6
2010,2010_30_2,¿ Impulsividad o paciencia?: Qué estimula y qué selecciona el sistema científico argentino,0
2010,2010_30_3,Eine szientometrische Analyse der Leukoplakie und Erythroplakie,0
2010,2010_30_4,????????????????????,0
2010,2010_30_5,h ?????????????,0
2010,2010_30_6,"Productividad, visibilidad e impacto de la producción científica del Laboratorio Central de Líquido Cefalorraquídeo en el período 2004-2009",0
2010,2010_30_7,????????-?? CNKI ???????,0
2010,2010_30_8,??????????????????????,0
2010,2010_30_9,Capacitações científicas do Brasil em telecomunicações: o que se pode depreender da evolução recente da produção de artigos na área?,0
2010,2010_30_10,?? h ?????????? h ??,0
2010,2010_31_1,??????????????,0
2010,2010_31_2,??????? Elsevier H ????????,0
2010,2010_31_3,Instrumentation suite at the MMT Observatory,3
2010,2010_31_4,"A monodimensional scientific performance measure: the h index, can be substituted by simple multidimensional descriptors?",3
2010,2010_31_5,Various correlations between the H-index and citation rate (CPP) in neuroscience and quantum physics: New findings,3
2010,2010_31_6,COUNTER: current developments and future plans,0
2010,2010_31_7,Extended h-index parameterized data structures for computing dynamic subgraph statistics,3
2010,2010_31_8,Leading North American programs in clinical assessment research: An assessment of productivity and impact,6
2010,2010_31_9,"Thirty years of International Journal of Behavioral Development: Scope, internationality, and impact since its inception",3
2010,2010_32_1,University departments evaluation: a multivariate approach,3
2010,2010_32_2,Seabird databases and the new paradigm for scientific publication and attributions,3
2010,2010_32_3,The golden section in texts,5
2010,2010_32_4,Selection Mechanisms Underlying High Impact Biomedical Research-A Qualitative Analysis and Causal Model,3
2010,2010_32_5,Supporting Scientific Inclusion: Novel Approaches for the Representation and Assessment of Scientific Knowledge Objects,3
2010,2010_32_6,Axiomatic quantification of co-authors' relative contributions,3
2010,2010_32_7,??? h ??????,0
2010,2010_32_8,????????????????,0
2010,2010_32_9,?? SCI-E ??????????????-???????,0
2010,2010_33_1,????????????????,0
2010,2010_33_2,?????????????????——? CSSCI1998—2009 ???????,0
2010,2010_33_3,h2 ??????????????????,0
2010,2010_33_4,Nature e Science: mudança na comunicação da ciência ea contribuição da ciência brasileira (1936-2009),0
2010,2010_33_5,Gli indicatori bibliometrici: riflessioni sparse per un uso attento e consapevole,0
2010,2010_33_6,????? h ???: hT ??????,0
2010,2010_33_7,????????????,0
2010,2010_33_8,????????????-?? ISI Web of Knowledge ???,0
2010,2010_33_9,?????????????????,5
2010,2010_33_10,Mathematical results on the H-index and H-sequence of Randi?,6
2010,2010_34_1,"El índice-I, un nuevo estimador del impacto de la productividad científica: Los ecólogos de Chile como caso de estudio",5
2010,2010_34_2,?? h ?????????????,5
2010,2010_34_3,?? Web of Science ? h ????????,0
2010,2010_34_4,???????????????????,0
2010,2010_34_5,?????????,4
2010,2010_34_6,???????? h ?????????,0
2010,2010_34_7,Research productivity of cnpq: analysis of the chemistry researchers' profile,0
2010,2010_34_8,??????????????,0
2010,2010_34_9,????????????????????????,3
2010,2010_34_10,??????????????????,5
2010,2010_35_1,????????????????????? [J],0
2010,2010_35_2,Orthographic Correlations in Astrophysics,2
2010,2010_35_3,ResEval: An Open and Resource-oriented Research Impact Evaluation tool,3
2010,2010_35_4,Characterizing Social Influence in Google Buzz,2
2010,2010_35_5,"Measures for the quality of individual articles, authors and journals",3
2010,2010_35_6,Ranking the scholarly impact of New Jersey colleges and universities in the field of psychology,2
2010,2010_35_7,Publish and perish: A new look at bibliometric statistics in the PBRF age,2
2010,2010_35_8,German Paleontology in the early 21st century,3
2010,2010_35_9,Use of aggregation functions in decision making,2
2010,2010_35_10,"On the number of ISI citations to JETA, JIS, IJAIS, and ISAFM",2
2010,2010_36_1,An Algorithmic Comparison of Three Scientific Impact Indices.,2
2010,2010_36_2,Impact factor blues,1
2010,2010_36_3,Integrating Clustering with Ranking in Heterogeneous Information Networks Analysis,4
2010,2010_36_4,Letter to the editor: On Randi?'s H-sequence,2
2010,2010_36_5,Zitationsanalyse: Beschreibung und Evaluation von Wissenschaft,0
2010,2010_36_6,"Comparando el índice h con otros indicadores bibliométricos en el tema"" Estudios Métricos"" en el SciELO, en Ciencia de la Información",3
2010,2010_36_7,Morbus Alzheimer–eine szientometrische Analyse,3
2010,2010_36_8,Red social de colaboración de las universidades españolas con investigación en Ingeniería Química,2
2010,2010_36_9,????????????????,3
2010,2010_36_10,?? PubMed ????,3
2010,2010_37_1, Scientific reputation and measurement,0
2010,2010_37_2, Quali indicatori bibliometrici per le scienze sociali,0
2010,2010_37_3,?? ?,0
2010,2010_37_4, A Study on the Impact of Economic Research Institutes in Korea using Citation Analysis of the Internet News,0
2010,2010_37_5,?? ?,0
2010,2010_37_6,??? ?? ?? ??? ???? ????? ??,2
2010,2010_37_7,????????????????,3
2010,2010_37_8,?? ?? ?? h ?? ?,0
2010,2010_37_9,?? ?? ??,0
2010,2010_37_10,Comparative analysis of impact factor and h-index for pharmacology journals,2
2010,2010_38_1,??????????,2
2010,2010_38_2,?????????????,2
2010,2010_38_3,H ?????????????????,2
2010,2010_38_4,?? H ??? G ????????????????——????????????,2
2010,2010_38_5,Eine szientometrische Betrachtung des BMI,2
2010,2010_38_6,4 ????????????????????,2
2010,2010_38_7,Les références aux documents en ligne dans les textes scientifiques,2
2010,2010_38_8,Una evaluación de los índices bibliométricos I e Is de Molina-Montenegro & Gianoli aplicada a investigadores en ciencias ecológicas en Chile,2
2010,2010_38_9,"Manual de SKOS (simple knowledge organization system, sistema para la organización del conocimiento simple)",2
2010,2010_38_10,?????????????????——???????????????,2
2010,2010_39_1,Deutsche Allgemein-und Viszeralchirurgie,2
2010,2010_39_2,Epilepsie-Szientometrische Analysen,2
2010,2010_39_3,Citation analysis of the University of Priština located in Kosovska Mitrovica,1
2010,2010_39_4,h ?????????????????,2
2010,2010_39_5,Exploiting keywords life-cycle to analyse the dynamics of an emerging field: an experiment in Nanosciences with the Kwords lab,2
2010,2010_39_6,The WIF of Peter Ingwersen's website,1
2010,2010_39_7,The framework and key technologies of an experts selection dynamic management system with application in electronic components verification,1
2010,2010_39_8,Weight for citations or weights for numerousness? Evaluating Italy's academic economists,1
2010,2010_39_9,Quantifying synergy value in mergers and acquisitions,1
2010,2010_39_10,"Journal of Radioanalytical and Nuclear Chemistry, 2005–2009: a citation-based bibliography and impact analysis using Hirsch-type statistics",2
2010,2010_40_1,REPEC-AN INDEPENDENT PLATFORM FOR MEASURING OUTPUT IN ECONOMICS,1
2010,2010_40_2,A method for analysis of expert committee decision-making applied to FDA medical device panels,2
2010,2010_40_3,A new index for measuring scientists' output,0
2010,2010_40_4,"A Community-Centric Model for Service Publication, Discovery, Selection, Binding, and Maintenance",1
2010,2010_40_5,Academic spectra: a visualization method for research assessment,3
2010,2010_40_6,Eugene Garfield: A Scientometric Portrait,2
2010,2010_40_7,FEUP at TREC 2010 Blog Track: Using h-index for blog ranking,2
2010,2010_40_8,"Journal of InformetrA new approach to the metric of journals’ scientific prestige:
The SJR indicatorics",488
2010,2010_40_9,Spotlighting SciVal Spotlight: A Debate on Light and Shadow,1
2010,2010_41_1,A Study on the Evaluation Methods of Research Institution: Based on the h-index and its Variants,1
2010,2010_41_2,Introduction of a Peer-review Process to an Interdisciplinary Symposium on Virtual Vehicle Development,1
2010,2010_41_3,Comparative analysis of international research publications from Thai dental faculties between 2000 and 2008,1
2010,2010_41_4,Finding information in medical sciences: Searching the medical Literature,1
2010,2010_41_5,Advocating for Scholarship: Why Open Access?,1
2010,2010_41_6,It's a new day,1
2010,2010_41_7,"Scientific journals in the SciELO database, indicators of impact and the relative position of Ambiente & Água",1
2010,2010_41_8,Ambiente & Água in the context of impact indicators of scientific Brazilian journals,1
2010,2010_41_9,A discussion of the research performance evaluation in building and construction management discipline: the journal impact factors and SCI-index journals,1
2010,2010_42_1,Characterizing author citation ratings of herpetologists using Harzing's Publish or Perish,3
2010,2010_42_2,Detrending career statistics in professional baseball: Accounting for the steroids era and beyond,1
2010,2010_42_3,Dominance dimension: a common parametric formulation for integer-valued scientific impact indices,2
2010,2010_42_4,A time and field dependent h-type index for individual scientific performance measuring,1
2010,2010_42_5,Eine szientometrische Analyse anhand zweier epithelialer Präkursorläsionen,1
2010,2010_42_6,Rankinglistor för universitet-en katalog,1
2010,2010_42_7,Syphilis-eine szientometrische Analyse,1
