Year,File Name,Title,Citation Count,Single Labeled,Multi Labeled
2010,2010_49_7,Early History of the IEEE Magnetics Society and Introduction to IEEE MAGNETICS LETTERS,0,Base  ,Base
2010,2010_49_8,Should era of the impact factor end in Hungary?,0,Support  ,Support
2010,2010_4_1,Using Google Scholar to estimate the impact of journal articles in education,85,Compare  ,Compare
2010,2010_4_10,Why with bibliometrics the humanities does not need to be the weakest link,77,Motivate  ,Motivate
2010,2010_4_2,Self-citations at the meso and individual levels: effects of different calculation methods,82,Modify  ,Modify
2010,2010_4_3,Comparing Google Scholar and ISI Web of Science for earth sciences,76,Motivate  ,Motivate
2010,2010_4_4,Public sharing of research datasets: a pilot study of associations,81,Use  Modify  ,Modify
2010,2010_4_5,Finding maximal cliques in massive networks by h*-graph,76,Use  Motivate  ,Motivate
2010,2010_4_6,Nonuniversal power law scaling in the probability distribution of scientific citations,81,Neutral  ,Neutral
2010,2010_4_7,Psychiatry and the Hirsch h-index: The relationship between journal impact factors and accrued citations,66,Neutral  ,Neutral
2010,2010_4_8,Cumulative and career-stage citation impact of social-personality psychology programs and their members,83,Support  ,Support
2010,2010_4_9,The w?index: A measure to assess scientific impact by focusing on widely cited papers,63,Support  ,Support
2010,2010_50_1,Web Services for Bibliometrics,0,Support  ,Support
2010,2010_50_2,Scientometric Portrait on Nobel Laureate Prof. V. Ramakrishnan,0,Neutral  ,Neutral
2010,2010_50_3,A STUDY IN ACADEMIC PROTOCOL,0,Motivate  ,Motivate
2010,2010_50_4,Web Services for Bibliometrics,0,Motivate  ,Motivate
2010,2010_50_5,Research in the discipline of general surgery: evidence based data,0,Base  ,Base
2010,2010_50_6,H-index Research Missed Information Value Analysis,0,Use  ,Use
2010,2010_50_7,H-family: from H-index to H-mixed Indices,0,Base  ,Base
2010,2010_50_8,Contextual Semantic: A Context-aware Approach for Semantic Web Based Data Extraction from Scientific Articles,0,Support  ,Support
2010,2010_51_1,Liquid Journals: Overcoming Information Overload in the Scientific Community,25,Use  Neutral  ,Neutral
2010,2010_51_2,The method of the expert recommendation based on the improved algorithm of the g-index and the AHP method,0,Use  Motivate  ,Motivate
2010,2010_51_3,A Nine Month Progress Report on investigation of Social Network and Bibliometric Network,0,Modify  ,Modify
2010,2010_51_4,Augmented Reality in Museum Environments,0,Use  Motivate  ,Motivate
2010,2010_51_5,Evaluating the Productivity of Researchers and their Communities: The RP-Index and the CP-Index,15,Modify  ,Modify
2010,2010_51_6,Personality and Social Psychology,984,Use  ,Use
2010,2010_51_7,The Impact of Impact Factors in Measuring Research Quality,0,Support  ,Support
2010,2010_51_8,The H-IndexScholarly leadership of the study of leadership: A review of The Leadership
Quarterlys second decade 2000–2009,243,Base  ,Base
2010,2010_52_1,Comments on the proposed precedence of LATRIDIIDAE Erichson 1842 (Insecta Coleoptera) over CORTICARIIDAE Curtis 1829 and the proposed conservation of  …,0,Use  ,Use
2010,2010_52_2,Royal Holloway University of London,18671,Base  ,Base
2010,2010_52_3,Some modifications to the SNIP journal impact indicator,110,Modify  ,Modify
2010,2010_52_4,Enabling peer review of expert testimony within government proceedings,0,Neutral  ,Neutral
2010,2010_52_5,Assessing What Distinguishes Highly Cited from Less-Cited Papers Published in Interfaces,18,Motivate  ,Motivate
2010,2010_52_6,Publishing in an era of excess,0,Motivate  ,Motivate
2010,2010_52_7,BUSINESS STUDIES JOURNAL,0,Compare  ,Compare
2010,2010_52_8,Convexity subadditivity and the Hirsch index,0,Modify  ,Modify
2010,2010_52_9,Information-theoretic and stochastic methods for managing the quality of service and satisfaction in healthcare systems,0,Motivate  ,Motivate
2010,2010_53_1,Persuading Collaboration: Analysing Participation in Online Collaboration Projects,0,Base  Use  Modify  Compare  ,Compare
2010,2010_53_2,THE EVALUATION OF THE SCIENTIFIC OUTPUT OF RESEARCHERS,0,Base  Compare  ,Compare
2010,2010_53_3,The World Cup of Economics Journals: A Ranking by a Tournament Method,0,Use  ,Use
2010,2010_53_4,Cloud Based Ranking System on Clustered Databases,0,Base  ,Base
2010,2010_53_5,Community data portraiture: perceiving events people & ideas within a research community,0,Use  ,Use
2010,2010_53_6,Discovering and analyzing scientific communities using conference network,0,Base  Neutral  ,Neutral
2010,2010_53_7,for Research and Training in Mental Health and Service Evaluation,0,Neutral  ,Neutral
2010,2010_53_8,Discovering and analyzing scientific communities using conference network,0,Base  Compare  ,Compare
2010,2010_53_9,Elevating Prediction Accuracy n Trust-aware Collaborative Filtering Recommenders through T-index Metric and TopTrustee Lists,7,Base  Use  Compare  ,Compare
2010,2010_54_1,ERGON,0,Neutral  ,Neutral
2010,2010_54_2,H-index Research Missed Information Value Analysis,0,Support  ,Support
2010,2010_54_3,Beyond Citation Network: Analyzing Publication Data Set as a Multi-Layer Hypergraph,0,Use  ,Use
2010,2010_54_4,University Ranking Lists-a directory,1,Base  ,Base
2010,2010_54_5,WM Keck Observatory,0,Use  ,Use
2010,2010_54_6,ImpactRank: A Study on News Impact Forecasting,0,Use  Motivate  Support  ,Support
2010,2010_54_7,Explicitly Involving the User in a Data Cleaning Process,0,Use  Support  ,Support
2010,2010_55_7,Giftschlangenbisse,0,Compare  ,Compare
2010,2010_56_1,SILVIA CASTRO MARCELINO,0,Use  ,Use
2010,2010_56_2,MANAGEMENTUL PUBLICATIILOR “ISI” PRIN INDICATORI DE PERFORMANTA,0,Motivate  ,Motivate
2010,2010_57_2, Mapping the Determinants of time to market in the Automotive Industry: a Literature Review and Case Study and Multiple Analysis,0,Motivate  ,Motivate
2010,2010_57_4, The problem of measurement and evaluation of individual research performance,2985,Modify  ,Modify
2010,2010_58_2,Launching of the fifth volume of the scientific journal “Ambiente & Água”,0,Compare  ,Compare
2010,2010_58_3,Validade da produção científica de acesso aberto indexada na base de dados Lilacs em odontologia,0,Compare  ,Compare
2010,2010_58_4,El índice-h en la evaluación de la producción científica individual,0,Modify  ,Modify
2010,2010_59_8, Impact Factor,2202,Support  ,Support
2010,2010_5_1,Evaluating scholars based on their academic collaboration activities: two indices the RC-index and the CC-index for quantifying collaboration activities of researchers …,58,Use  ,Use
2010,2010_5_10,Analysis of the Hirsch indexs operational properties,59,Base  ,Base
2010,2010_5_2,Centrality metric for dynamic networks,84,Motivate  Modify  ,Modify
2010,2010_5_3,The role of conference publications in CS,65,Base  Use  Support  Compare  ,Compare
2010,2010_5_4,The h index research output measurement: Two approaches to enhance its accuracy,64,Modify  ,Modify
2010,2010_5_5,Twenty Hirsch index variants and other indicators giving more or less preference to highly cited papers,64,Use  ,Use
2010,2010_5_6,Using the web for research evaluation: The Integrated Online Impact indicator,70,Compare  ,Compare
2010,2010_5_7,The role of mentorship in protégé performance,71,Compare  ,Compare
2010,2010_5_8,Web of Science with the Conference Proceedings Citation Indexes: the case of computer science,62,Neutral  ,Neutral
2010,2010_5_9,The influence of presumed media influence on news about science and scientists,72,Motivate  ,Motivate
2010,2010_6_10,In those fields where multiple authorship is the rule the h-index should be supplemented by role-based h-indices,47,Motivate  ,Motivate
2010,2010_6_2,The h-index: a broad review of a new bibliometric indicator,55,Support  ,Support
2010,2010_6_3,National-scale research performance assessment at the individual level,57,Compare  ,Compare
2010,2010_6_4,Survey of the h index for all of academic neurosurgery: another power-law phenomenon? Clinical article,58,Neutral  ,Neutral
2010,2010_6_5,Probing the h-core: an investigation of the tail–core ratio for rank distributions,56,Base  ,Base
2010,2010_6_6,Citation analysis and peer ranking of Australian social science journals,62,Use  ,Use
2010,2010_6_7,Personal learning environments in a global higher engineering education Web 2.0 realm,53,Modify  ,Modify
2010,2010_6_8,Highly cited works in neurosurgery. part ii: the citation classics: A review,55,Motivate  ,Motivate
2010,2010_6_9,Academic impact and rankings of American and Canadian neurosurgical departments as assessed using the h index: Clinical article,50,Compare  ,Compare
2010,2010_7_1,Talking shop and shooting the breeze: A study of workplace conversation and job disengagement among STEM faculty,48,Support  ,Support
2010,2010_7_2,Evaluating journal quality: Is the H-index a better measure than impact factors?,49,Motivate  ,Motivate
2010,2010_7_3,Ranking of library and information science researchers: Comparison of data sources for correlating citation data and expert judgments,49,Support  ,Support
2010,2010_7_4,The journal download immediacy index (DII): experiences using a Chinese full-text database,42,Motivate  ,Motivate
2010,2010_7_5,Comparison of the h index with standard bibliometric indicators to rank influential otolaryngologists in Europe and North America,41,Use  ,Use
2010,2010_7_6,The 100 most prolific economists using the p-index,48,Base  ,Base
2010,2010_7_7,Peer review and the h-index: Two studies,41,Neutral  ,Neutral
2010,2010_7_8,More axiomatics for the Hirsch index,41,Base  ,Base
2010,2010_7_9,Rankings and trends in citation patterns of communication journals,37,Motivate  ,Motivate
2010,2010_8_1,The discipline dependence of citation statistics,38,Motivate  ,Motivate
2010,2010_8_10,Not so fast: Inflation in impact factors contributes to apparent improvements in journal quality,32,Neutral  ,Neutral
2010,2010_8_2,Citer analysis as a measure of research impact: Library and information science as a case study,32,Motivate  ,Motivate
2010,2010_8_3,Higher education literature revisited: Citation patterns examined,44,Use  ,Use
2010,2010_8_4,Editors comments: journal quality and citations: common metrics and considerations about their use,36,Neutral  ,Neutral
2010,2010_8_5,Comparative analysis between impact factor and h-index for pharmacology and psychiatry journals,38,Base  Use  Compare  ,Compare
2010,2010_8_6,The stability of the h-index,32,Motivate  ,Motivate
2010,2010_8_7,The ?v-index: a new indicator to characterize the impact of journals,33,Base  ,Base
2010,2010_8_8,Citation graph weighted impact factors and performance indices,35,Modify  ,Modify
2010,2010_8_9,Consistent bibliometric rankings of authors and of journals,33,Motivate  ,Motivate
2010,2010_9_1,Analysis of the ch-index: an indicator to evaluate the diffusion of scientific research output by citers,35,Motivate  ,Motivate
2010,2010_9_10,Zipfs law and log-normal distributions in measures of scientific output across fields and institutions: 40 years of Slovenias research as an example,30,Base  ,Base
2010,2010_9_2,The citation speed index: A useful bibliometric indicator to add to the h index,32,Support  ,Support
2010,2010_9_3,The Hirsch spectrum: A novel tool for analyzing scientific journals,27,Modify  ,Modify
2010,2010_9_4,Rankings of information and library science journals by JIF and by h-type indices,32,Neutral  ,Neutral
2010,2010_9_5,Quality quantity and impact in academic publication,28,Motivate  ,Motivate
2010,2010_9_6,Relationship of the h?index g?index and e?index,29,Use  ,Use
2010,2010_9_7,Commercialization and collaboration: competing policies in publicly funded stem cell research?,28,Motivate  ,Motivate
2010,2010_9_8,The development of a ranking tool for refereed journals in which nursing and midwifery researchers publish their work,32,Modify  ,Modify
2010,2010_9_9,The impact factor ranking—a challenge for scientists and publishers,30,Use  Compare  ,Compare
2011,2011_10_1,The demise of the ARC journal ranking scheme: an ex post analysis of the accounting and finance journals,34,Modify  ,Modify
2011,2011_10_10,On the correlation between bibliometric indicators and peer review: reply to Opthof and Leydesdorff,25,Neutral  ,Neutral
2011,2011_10_2,Quasity when quantity has a quality all of its own—toward a theory of performance,36,Neutral  ,Neutral
2011,2011_10_3,Ranking hepatologists: which Hirschs h-index to prevent the “e-crise de foi-e”?,27,Compare  ,Compare
2011,2011_10_4,The diffusion of H-related literature,28,Neutral  ,Neutral
2011,2011_10_5,The association between four citation metrics and peer rankings of research influence of Australian researchers in six fields of public health,34,Use  Modify  ,Modify
2011,2011_10_6,Co-authorship networks in electronic markets research,33,Compare  ,Compare
2011,2011_10_7,A simple index for the high-citation tail of citation distribution to quantify research performance in countries and institutions,30,Motivate  ,Motivate
2011,2011_10_8,Interdisciplinary research and academic sustainability: managing knowledge in an age of accountability,30,Support  ,Support
2011,2011_10_9,Bibliometrics of anaesthesia researchers in the UK,28,Modify  ,Modify
2011,2011_11_1,Biology needs a modern assessment system for professional productivity,28,Support  ,Support
2011,2011_11_10,Tailor based allocations for multiple authorship: a fractional gh-index,26,Base  Modify  ,Modify
2011,2011_11_2,Dbischolar: An iphone application for performing citation analyses,24,Support  ,Support
2011,2011_11_3,Comparison of Brazilian researchers in clinical medicine: are criteria for ranking well-adjusted?,25,Modify  ,Modify
2011,2011_11_4,High-and low-impact citation measures: empirical applications,28,Compare  ,Compare
2011,2011_11_5,Counting citations in texts rather than reference lists to improve the accuracy of assessing scientific contribution,32,Use  Motivate  ,Motivate
2011,2011_11_6,Analysis of publications on sturgeon research between 1996 and 2010,26,Motivate  ,Motivate
2011,2011_11_7,Informed peer review and uninformed bibliometrics?,25,Motivate  ,Motivate
2011,2011_11_8,A unification of three models for the h?index,30,Support  ,Support
2011,2011_11_9,Ranking patent assignee performance by h-index and shape descriptors,26,Motivate  ,Motivate
2011,2011_12_1,The h index and the identification of global benchmarks for breast cancer research output,26,Neutral  ,Neutral
2011,2011_12_10,Citation searching and bibliometric measures resources for ranking and tracking,25,Support  ,Support
2011,2011_12_2,Research: metrics quality and management implications,29,Support  ,Support
2011,2011_12_3,Structured evaluation of the scientific output of academic research groups by recent h-based indicators,26,Base  ,Base
2011,2011_12_4,How to judge a book by its cover? How useful are bibliometric indices for the evaluation of “scientific quality” or “scientific productivity”?,24,Support  ,Support
2011,2011_12_5,The scholarly influence of Heinz Klein: ideational and social measures of his impact on IS research and IS scholars,29,Neutral  ,Neutral
2011,2011_12_6,The power of multiple methods and evidence sources: Raising the profile of Canadian counselling psychology research.,21,Use  ,Use
2011,2011_12_7,Mining typical features for highly cited papers,26,Neutral  ,Neutral
2011,2011_12_8,Thought exercises on accountability and performance measures at the National Heart Lung and Blood Institute (NHLBI): an invited commentary for circulation  …,22,Modify  ,Modify
2011,2011_12_9,Measuring the visibility of the universitys scientific production through scientometric methods: an exploratory study at the Transilvania University of Brasov Romania,23,Base  ,Base
2011,2011_13_1,Assessing the scholarly impact of imageclef,24,Use  ,Use
2011,2011_13_10,Strange attractors in the Web of Science database,19,Support  ,Support
2011,2011_13_2,The Hirsch index-a play on numbers or a true appraisal of academic output?,22,Base  Use  ,Use
2011,2011_13_3,Ranking strategy for graduate programs evaluation,28,Base  ,Base
2011,2011_13_4,Are the h-index and some of its alternatives discriminatory of epistemological beliefs and methodological preferences of faculty members? The case of social scientists …,23,Support  ,Support
2011,2011_13_5,What does the g?index really measure?,25,Modify  ,Modify
2011,2011_13_6,Scholarship of teaching international business: Challenges and opportunities,23,Use  ,Use
2011,2011_13_7,The most cited works in major depression: the Citation classics,25,Compare  ,Compare
2011,2011_13_8,Can scientific quality be quantified?,23,Base  ,Base
2011,2011_13_9,Comparison of universities scientific performance using bibliometric indicators,33,Modify  ,Modify
2011,2011_14_1,Possibilistic analysis of arity-monotonic aggregation operators and its relation to bibliometric impact assessment of individuals,19,Base  ,Base
2011,2011_14_2,The h-index h-core citation rate and the bibliometric profile of the Scopus database,24,Motivate  ,Motivate
2011,2011_14_3,Economic Principles of State Aid Control Justus Haucap Ulrich Schwalbe,14,Use  ,Use
2011,2011_14_4,The research productivity of academic psychologists: assessment trends and best practice recommendations,24,Use  ,Use
2011,2011_14_5,Credit where credits due: accounting for co-authorship in citation counts,21,Support  ,Support
2011,2011_14_6,Visibility of medical informatics regarding bibliometric indices and databases,19,Use  Neutral  Compare  ,Compare
2011,2011_14_7,Methods for detrending success metrics to account for inflationary and deflationary factors,18,Support  ,Support
2011,2011_14_8,Positioning research and innovation performance using shape centroids of h-core and h-tail,20,Modify  ,Modify
2011,2011_14_9,How should research performance be measured? A study of Swedish economists,21,Compare  ,Compare
2011,2011_15_1,Bibliometric impact assessment with R and the CITAN package,20,Base  ,Base
2011,2011_15_10,Time-aware ranking in dynamic citation networks,23,Base  Use  Support  ,Support
2011,2011_15_2,Probing the effect of author self-citations on h index: A case study of environmental engineering,20,Use  Modify  ,Modify
2011,2011_15_3,Towards a novel unified framework for developing formal network and validated agent-based simulation models of complex adaptive systems,28,Use  Neutral  ,Neutral
2011,2011_15_4,The calculation of the single publication h index and related performance measures: A web application based on Google Scholar data,21,Use  Motivate  ,Motivate
2011,2011_15_5,Bibliometric data in clinical cardiology revisited. The case of 37 Dutch professors,19,Modify  ,Modify
2011,2011_15_6,The H-Index as a quantitative indicator of the relative impact of human diseases,22,Base  ,Base
2011,2011_15_7,A publication index that is independent of age,17,Motivate  ,Motivate
2011,2011_15_8,An impact-citations-exergy (iCX) trajectory analysis of leading research institutions in India,21,Modify  ,Modify
2011,2011_16_1,Bibliometric indicators and core journals in physical and rehabilitation medicine,20,Motivate  ,Motivate
2011,2011_16_10,Mapping the development of scientometrics: 2002 to 2008,18,Base  ,Base
2011,2011_16_2,Axiomatics for the Hirsch index and the Egghe index,19,Compare  ,Compare
2011,2011_16_3,Differences in citation frequency of clinical and basic science papers in cardiovascular research,19,Base  Modify  ,Modify
2011,2011_16_4,Assessing researcher publication productivity in the leading information systems journals: A 2005–2009 update,21,Motivate  ,Motivate
2011,2011_16_5,Proposals for evaluating the regularity of a scientists research output,15,Base  ,Base
2011,2011_16_6,Journal quality metrics: Options to consider other than impact factors,24,Motivate  ,Motivate
2011,2011_16_7,Learning to rank for expert search in digital libraries of academic publications,23,Base  Support  ,Support
2011,2011_16_8,An efficient algorithm for ranking research papers based on citation network,18,Use  ,Use
2011,2011_16_9,Methodological quality and scientific impact of quantitative nursing education research over 18 months,20,Neutral  ,Neutral
2011,2011_17_1,Who is going to win the next Association for the Advancement of Artificial Intelligence Fellowship Award? Evaluating researchers by mining bibliographic data,15,Base  ,Base
2011,2011_17_10,To measure is to know: an approach to CADD performance metrics,16,Base  ,Base
2011,2011_17_2,Intellectual structure and infrastructure of informetrics: Domain analysis from 2001 to 2010,21,Support  ,Support
2011,2011_17_3,Environmental versatility promotes modularity in genome-scale metabolic networks,16,Base  Motivate  ,Motivate
2011,2011_17_4,A comment to the paper by Waltman et al. Scientometrics 87 467–481 2011,17,Support  ,Support
2011,2011_17_5,Bibliometric awareness in nursing scholarship: Can we afford to ignore it any longer?,19,Base  ,Base
2011,2011_17_6,Specific character of citations in historiography (using the example of Polish history),17,Motivate  ,Motivate
2011,2011_17_7,Do impact factor h-index and Eigenfactor (TM) of chemical engineering journals correlate well with each other and indicate the journals influence and prestige?,19,Motivate  ,Motivate
2011,2011_17_8,The skewness of computer science,16,Motivate  ,Motivate
2011,2011_18_1,Optimal dimensionality reduction of complex dynamics: the chess game as diffusion on a free-energy landscape,14,Base  Neutral  ,Neutral
2011,2011_18_2,Results of a citation analysis of knowledge management in education,21,Base  ,Base
2011,2011_18_3,Bibliometric positioning of scientific manufacturing journals: a comparative analysis,12,Motivate  ,Motivate
2011,2011_18_4,Further characterizations of the Hirsch index,15,Base  ,Base
2011,2011_18_5,Measuring faculty productivity,21,Use  ,Use
2011,2011_18_6,A proposal for a first-citation-speed-index,18,Motivate  ,Motivate
2011,2011_18_7,Research productivity and impact of ASEAN countries and universities in the field of energy and fuel,12,Neutral  ,Neutral
2011,2011_18_8,Editorial: Quality is better than quantity when it comes to publications,13,Compare  ,Compare
2011,2011_18_9,The geography of distance education-bibliographic characteristics of a journal network,18,Compare  ,Compare
2011,2011_19_1,Expertise Recommender System for Scientific Community.,18,Support  ,Support
2011,2011_19_10,How and where the TeraGrid supercomputing infrastructure benefits science,11,Compare  ,Compare
2011,2011_19_2,Citation analysis of The Korean Journal of Internal Medicine from KoMCI Web of Science and Scopus,14,Modify  ,Modify
2011,2011_19_3,Where do Italian universities stand? An in-depth statistical analysis of national and international rankings,13,Neutral  ,Neutral
2011,2011_19_4,On first quartile journals which are not of highest impact,12,Compare  ,Compare
2011,2011_19_5,On the growth of citations of publication output of individual authors,11,Neutral  ,Neutral
2011,2011_19_6,Author self-citations in the field of ecology,11,Base  ,Base
2011,2011_19_7,Categorizing h-index variants,12,Motivate  ,Motivate
2011,2011_19_8,The intellectual influence of entrepreneurship journals: A network analysis,13,Use  ,Use
2011,2011_1_1,Influence and passivity in social media,589,Use  Modify  ,Modify
2011,2011_1_10,Integrated impact indicators compared with impact factors: An alternative research design with policy implications,150,Use  ,Use
2011,2011_1_2,Can tweets predict citations? Metrics of social impact based on Twitter and correlation with traditional metrics of scientific impact,583,Base  Support  ,Support
2011,2011_1_4,Towards a new crown indicator: Some theoretical considerations,281,Compare  ,Compare
2011,2011_1_5,Publish and perish? Bibliometric analysis journal ranking and the assessment of research quality in tourism,235,Base  ,Base
2011,2011_1_6,Identifying the effects of co-authorship networks on the performance of scholars: A correlation and regression analysis of performance measures and social network  …,242,Modify  ,Modify
2011,2011_1_7,Polymer electrolytes: Present past and future,205,Compare  ,Compare
2011,2011_1_8,A multilevel meta-analysis of studies reporting correlations between the h index and 37 different h index variants,171,Base  ,Base
2011,2011_1_9,Turning the tables on citation analysis one more time: Principles for comparing sets of documents,142,Support  ,Support
2011,2011_20_1,Empirical study of the growth dynamics in real career h-index sequences,12,Neutral  ,Neutral
2011,2011_20_2,Trends in authorship order in biomedical research publications,13,Compare  ,Compare
2011,2011_20_3,Whats in a name? Using informetric techniques to conceptualize the knowledge of traditional and indigenous communities,10,Base  ,Base
2011,2011_20_4,Some economic aspects of the scholarly journal system,14,Use  ,Use
2011,2011_20_5,Using Bayesian networks to discover relationships between bibliometric indices. A case study of computer science and artificial intelligence journals,12,Base  ,Base
2011,2011_20_6,Academic research policy-making and evaluation using graph visualisation,12,Support  Compare  ,Compare
2011,2011_20_8,Micro-credits in scientific publishing,11,Compare  ,Compare
2011,2011_20_9,Disciplinary reach: Investigating the impact of dataset reuse in the earth sciences,13,Use  ,Use
2011,2011_21_1,Analytic model for academic research productivity having factors interactions and implications,14,Support  ,Support
2011,2011_21_10,How to measure the impact of chemistry on the small screen,11,Compare  ,Compare
2011,2011_21_2,Making sense of bibliometrics,10,Motivate  ,Motivate
2011,2011_21_3,Self-enhancement in scientific research: The self-citation bias,9,Use  ,Use
2011,2011_21_4,Social Networks of Researchers and Educators on nanoHUB. org,10,Base  ,Base
2011,2011_21_5,Editorial: Citation analysis–focus on leading Australian nurse authors,11,Motivate  ,Motivate
2011,2011_21_6,A shapley value approach for influence attribution,12,Use  Support  ,Support
2011,2011_21_7,Influence of database mistakes on journal citation analysis: remarks on the paper by Franceschini and Maisano QREI (2010),8,Compare  ,Compare
2011,2011_21_8,Using web-mining for academic measurement and scholar recommendation in expert finding system,11,Use  Modify  ,Modify
2011,2011_21_9,A bibliometric study of Video Retrieval Evaluation Benchmarking (TRECVid): A methodological analysis,11,Modify  Compare  ,Compare
2011,2011_22_10,The effects of co-citation proximity on co-citation analysis,12,Modify  ,Modify
2011,2011_22_2,Using citation analysis methods to assess the influence of science technology engineering and mathematics education evaluations,13,Support  ,Support
2011,2011_22_3,Enhancement of PCR amplification of actinobacterial 16S rRNA gene using an adjuvant dimethyl sulphoxide,9,Compare  ,Compare
2011,2011_22_4,The Carbon_h-factor: predicting individuals research impact at early stages of their career,9,Use  Motivate  ,Motivate
2011,2011_22_5,Citations to papers from Brazilian institutions: a more effective indicator to assess productivity and the impact of research in graduate programs,10,Neutral  ,Neutral
2011,2011_22_6,Perspectives from early career researchers on the publication process in ecology–a response to Statzner & Resh (2010),11,Neutral  ,Neutral
2011,2011_22_7,Research performance of RAS institutions and Russian universities: A comparative bibliometric analysis,13,Modify  ,Modify
2011,2011_22_8,Comprehensive citation index for research networks,9,Modify  ,Modify
2011,2011_23_1,Does the h index for assessing single publications really work? A case study on papers published in chemistry,9,Use  ,Use
2011,2011_23_2,Index of articles H-citing: a contribution to the evaluation of scientific production of experienced researchers,12,Use  ,Use
2011,2011_23_3,Negotiation on the assessment of research articles with academic reviewers: application of peer-review approach of teaching,9,Motivate  ,Motivate
2011,2011_23_4,Evaluation metrics for biostatistical and epidemiological collaborations,8,Neutral  ,Neutral
2011,2011_23_5,Citation analysis of Australia?trained optometrists,8,Motivate  ,Motivate
2011,2011_23_6,Scientometric analysis of physics (1979–2008): A quantitative description of scientific impact,9,Modify  ,Modify
2011,2011_23_7,Using the impact factor and H index to assess researchers and publications,21,Base  Use  ,Use
2011,2011_24_1,A methodology for calculating prestige ranks of academic journals in communication: A more inclusive alternative to citation metrics,7,Use  ,Use
2011,2011_24_2,On the analogy between the evolution of thermodynamic and bibliometric systems: a breakthrough or just a bubble?,6,Support  ,Support
2011,2011_24_3,Axiomatic characterizations of (quasi-) L-statistics and S-statistics and the Producer Assessment Problem.,7,Neutral  ,Neutral
2011,2011_24_4,Characterizations of the generalized Wu-and Kosmulski-indices in Lotkaian systems,8,Modify  ,Modify
2011,2011_24_5,Historical conceptual and methodological aspects of the publications of the Brazilian Symposium on Software Engineering: a systematic mapping study,7,Support  ,Support
2011,2011_24_6,A thermodynamic explanation for the Glänzel–Schubert model for the h?index,7,Base  ,Base
2011,2011_24_7,One hundred vascular surgery citation “classics” from the surgical literature,9,Motivate  ,Motivate
2011,2011_24_8,Research contributions of Spanish Psychiatry (2004-2009): A bibliometric analysis of a University department,9,Use  ,Use
2011,2011_25_1,The h-index h-core citation rate and the bibliometric profile of the Web of Science database in three configurations,9,Neutral  ,Neutral
2011,2011_25_2,Re-use as Impact: How re-assessing what we mean by impactcan support improving the return on public investment develop open research practice and  …,7,Compare  ,Compare
2011,2011_25_3,H-index of Collective Health professors in Brazil,7,Modify  ,Modify
2011,2011_25_4,Total NIH support to US dental schools 2005-2009,8,Modify  ,Modify
2011,2011_25_8,Tracking the careers of academic general pediatric fellowship program graduates: academic productivity and leadership roles,5,Support  ,Support
2011,2011_25_9,Scanning probe methods: from microscopy to sensing,7,Neutral  ,Neutral
2011,2011_26_1,Evaluation of valuable user generated content on social news web sites,7,Neutral  ,Neutral
2011,2011_26_10,Prominence ranking in graphs with community structure,7,Compare  ,Compare
2011,2011_26_2,Research performance of top engineering and technological institutes of India: A comparison of indices,7,Motivate  ,Motivate
2011,2011_26_3,Medical school and residency influence on choice of an academic career and academic productivity among US neurology faculty,7,Compare  ,Compare
2011,2011_26_4,Telescope bibliometrics 101,6,Motivate  ,Motivate
2011,2011_26_5,WHEN LESS IS MORE: EFFECTS OF GRADE SKIPPING ON ADULT STEM ACCOMPLISHMENTS AMONG MATHEMATICALLY PRECOCIOUS ADOLESCENTS,1549,Support  ,Support
2011,2011_26_6,Clustering of distributions: A case of patent citations,6,Support  ,Support
2011,2011_26_7,Qualifying scholarly impact using an iCX (impact-Citations-Exergy) analysis,8,Compare  ,Compare
2011,2011_26_8,An index-based measure of university technology transfer,6,Support  ,Support
2011,2011_26_9,A simple impact measure and its evolution over time,6,Compare  ,Compare
2011,2011_27_10,Analyzing information systems researchers productivity and impacts: A perspective on the H index,6,Use  ,Use
2011,2011_27_7,Counting methods & university ranking by H?index,6,Motivate  ,Motivate
2011,2011_27_8,Higher education area: redefining European education borders,5,Motivate  ,Motivate
2011,2011_27_9,Research trends in fusion engineering: a global perspective,6,Motivate  ,Motivate
2011,2011_28_1,The athletes of science,6,Modify  ,Modify
2011,2011_28_2,Optical and vibrational properties of self-assembled GaN quantum dots,5,Use  Motivate  ,Motivate
2011,2011_28_3,The kinship or k-index as an antidote against the toxic effects of h-indices,7,Base  Use  ,Use
2011,2011_28_4,The Matthew effect and a relation with concept symbols and defaults,6,Neutral  ,Neutral
2011,2011_28_5,Citations and impact of ISI tourism and hospitality journals,5,Neutral  ,Neutral
2011,2011_28_6,BULGARIAN CONTRIBUTION TO WORLD SCIENCE AND MAIN CRITERIA FOR ASSESSING THE ACHIEVEMENTS OF SCIENTISTS.,5,Motivate  ,Motivate
2011,2011_29_10,Development of an iPhone business application,4,Base  Support  ,Support
2011,2011_29_5,Peer review: beyond the call of duty?,5,Modify  ,Modify
2011,2011_29_6,Research in pharmacy schools of India: A study based on Scopus database,5,Base  ,Base
2011,2011_29_7,A decade of database research publications: a look inside,5,Use  Motivate  ,Motivate
2011,2011_29_8,Fields of interest and influence: a new method for sourcing and ranking journals in psychiatry,4,Base  ,Base
2011,2011_29_9,Is collaboration creative or costly? Exploring tradeoffs in the organization of knowledge work,5,Use  ,Use
2011,2011_2_1,A method for evaluating rigor and industrial relevance of technology evaluations,150,Support  ,Support
